10856	817,4914,421,3754,1411,6924,2400
14571	817
17304	5736
15144	6398
5834	5206,8384
6201	5206
3327	5206
4036	5206
10526	5206
6225	5206,8384
16331	5206
8452	8384
799	8384
177	5768
14768	5595
7022	6312
8171	6312,9362
6976	6312,9362,5924
12789	6643
12725	6643
9402	6643
11420	5263
13547	5263
14004	6448
16056	6448,5182
8703	994,6601
7365	994
2970	994
12489	1635,9329,7215
1846	1635
93	1635,9329
3429	5893
562	5893
8519	8286
10642	8286
16245	6330,1819
10078	6330,5464
13657	4151,9505
14036	4151
11258	4151,7030
8860	8266
13680	344,1375
3868	4405
4069	4405,5924
15139	7215
12213	9362
11249	9362
4952	9362
4040	9362
13090	9362
16855	8617
15837	8617,4855
13565	5269,9106
11656	5269,9106
10303	5269,9106
2045	5269,9106
12743	9064
2584	4089
3271	4089
10749	6601
15138	2523
4771	2523
14247	8996
1633	8996
3503	5464
980	7030
16732	5983
16576	1375
12253	1375
11216	3043
11686	3792
2682	2994
2142	2994
14383	9243
13444	1819
691	6
1722	8249
14934	8249
16183	8249,1763,1283
11275	8249
10444	8249
7040	8249
9619	8249
5914	8249
6830	8249
9534	2467,57
15956	5923
715	3166
10660	3146,1440,5083,7033,8473,8657,4844,1371
278	2826,1440,5083,7033,8473,4844,3409,1371,7440,3476
6149	2826,3409
11524	6396,3629,6498,5166,3880,5051,1735,3065
58	1393,3801,962,5279
16770	1393,962,5279
10383	8280,4957,7211,8721,1432,2635,1229,2091
15810	3286
12311	4797,392
13072	6233
5023	182
1494	3952
13416	4950
14647	4950,4398
11390	4950
16322	3189,3369,1195,4283,427,7782,1075,3931,6545,1425,9037
5994	7879
3972	8272,2175
352	8272
13870	2419,6490
12070	2980
10924	5499
5064	8535
11959	8535
16944	5224,2175,9541,1223,2118,3237,3311,4340
15959	7422
5210	7422
13328	7422
6534	7422
10023	7422
4989	3286,9184,2881,3524
7730	5253
3371	2987
13063	4810
11620	5880
15572	4087
14375	1061,4318
6539	782
15427	5327,749,225
15197	5604
15069	1069
4666	456,2754,2408,4025,137,6987,2958,1721,5730,7904,7038
11517	9605
8770	9605,8942
1654	9605,1826
8352	834
16575	834,1250
9212	6332,8014
13860	6332
